university_id,university,country_code,field_category,field_category_en,field_category_it,source
1833,Universidad de Cádiz,ES,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
1833,Universidad de Cádiz,ES,BUS,"Business, Economics & Management",Economia e Management,ETER
1833,Universidad de Cádiz,ES,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
1833,Universidad de Cádiz,ES,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
1833,Universidad de Cádiz,ES,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
1833,Universidad de Cádiz,ES,ICT,Computer Science & IT,Informatica e IT,ETER
1833,Universidad de Cádiz,ES,LAW,Law,Giurisprudenza,ETER
1833,Universidad de Cádiz,ES,MED,Medicine & Health,Medicina e Salute,ETER
1833,Universidad de Cádiz,ES,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
1833,Universidad de Cádiz,ES,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
1834,Universidad Católica San Antonio,ES,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
1835,Universidad Católica de Ávila,ES,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
1836,Universidad Cardenal Herrera-CEU,ES,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
1836,Universidad Cardenal Herrera-CEU,ES,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
1836,Universidad Cardenal Herrera-CEU,ES,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
1836,Universidad Cardenal Herrera-CEU,ES,BUS,"Business, Economics & Management",Economia e Management,ETER
1836,Universidad Cardenal Herrera-CEU,ES,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
1836,Universidad Cardenal Herrera-CEU,ES,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
1836,Universidad Cardenal Herrera-CEU,ES,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
1836,Universidad Cardenal Herrera-CEU,ES,ICT,Computer Science & IT,Informatica e IT,ETER
1836,Universidad Cardenal Herrera-CEU,ES,LAW,Law,Giurisprudenza,ETER
1836,Universidad Cardenal Herrera-CEU,ES,MED,Medicine & Health,Medicina e Salute,ETER
1836,Universidad Cardenal Herrera-CEU,ES,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
1836,Universidad Cardenal Herrera-CEU,ES,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
1837,Universidad de Castilla La Mancha,ES,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
1837,Universidad de Castilla La Mancha,ES,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
1837,Universidad de Castilla La Mancha,ES,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
1837,Universidad de Castilla La Mancha,ES,BUS,"Business, Economics & Management",Economia e Management,ETER
1837,Universidad de Castilla La Mancha,ES,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
1837,Universidad de Castilla La Mancha,ES,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
1837,Universidad de Castilla La Mancha,ES,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
1837,Universidad de Castilla La Mancha,ES,ICT,Computer Science & IT,Informatica e IT,ETER
1837,Universidad de Castilla La Mancha,ES,LAW,Law,Giurisprudenza,ETER
1837,Universidad de Castilla La Mancha,ES,MED,Medicine & Health,Medicina e Salute,ETER
1837,Universidad de Castilla La Mancha,ES,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
1837,Universidad de Castilla La Mancha,ES,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
1838,Universidad Complutense de Madrid,ES,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
1838,Universidad Complutense de Madrid,ES,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
1838,Universidad Complutense de Madrid,ES,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
1838,Universidad Complutense de Madrid,ES,BUS,"Business, Economics & Management",Economia e Management,ETER
1838,Universidad Complutense de Madrid,ES,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
1838,Universidad Complutense de Madrid,ES,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
1838,Universidad Complutense de Madrid,ES,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
1838,Universidad Complutense de Madrid,ES,ICT,Computer Science & IT,Informatica e IT,ETER
1838,Universidad Complutense de Madrid,ES,LAW,Law,Giurisprudenza,ETER
1838,Universidad Complutense de Madrid,ES,MED,Medicine & Health,Medicina e Salute,ETER
1838,Universidad Complutense de Madrid,ES,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
1838,Universidad Complutense de Madrid,ES,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
1839,Universidad de Córdoba,ES,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
1839,Universidad de Córdoba,ES,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
1839,Universidad de Córdoba,ES,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
1839,Universidad de Córdoba,ES,BUS,"Business, Economics & Management",Economia e Management,ETER
1839,Universidad de Córdoba,ES,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
1839,Universidad de Córdoba,ES,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
1839,Universidad de Córdoba,ES,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
1839,Universidad de Córdoba,ES,ICT,Computer Science & IT,Informatica e IT,ETER
1839,Universidad de Córdoba,ES,LAW,Law,Giurisprudenza,ETER
1839,Universidad de Córdoba,ES,MED,Medicine & Health,Medicina e Salute,ETER
1839,Universidad de Córdoba,ES,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
1839,Universidad de Córdoba,ES,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
1840,Universidad Católica de Valencia,ES,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
1841,Universidade da Coruña,ES,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
1841,Universidade da Coruña,ES,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
1841,Universidade da Coruña,ES,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
1841,Universidade da Coruña,ES,BUS,"Business, Economics & Management",Economia e Management,ETER
1841,Universidade da Coruña,ES,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
1841,Universidade da Coruña,ES,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
1841,Universidade da Coruña,ES,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
1841,Universidade da Coruña,ES,ICT,Computer Science & IT,Informatica e IT,ETER
1841,Universidade da Coruña,ES,LAW,Law,Giurisprudenza,ETER
1841,Universidade da Coruña,ES,MED,Medicine & Health,Medicina e Salute,ETER
1841,Universidade da Coruña,ES,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
1841,Universidade da Coruña,ES,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
1842,Universidad de Gerona,ES,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
1843,Universitat de Lleida,ES,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
1843,Universitat de Lleida,ES,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
1843,Universitat de Lleida,ES,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
1843,Universitat de Lleida,ES,BUS,"Business, Economics & Management",Economia e Management,ETER
1843,Universitat de Lleida,ES,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
1843,Universitat de Lleida,ES,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
1843,Universitat de Lleida,ES,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
1843,Universitat de Lleida,ES,ICT,Computer Science & IT,Informatica e IT,ETER
1843,Universitat de Lleida,ES,LAW,Law,Giurisprudenza,ETER
1843,Universitat de Lleida,ES,MED,Medicine & Health,Medicina e Salute,ETER
1843,Universitat de Lleida,ES,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
1843,Universitat de Lleida,ES,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
1844,Universidad Europea de Madrid,ES,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
1845,Universidad Francisco de Vitoria,ES,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
1845,Universidad Francisco de Vitoria,ES,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
1845,Universidad Francisco de Vitoria,ES,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
1845,Universidad Francisco de Vitoria,ES,BUS,"Business, Economics & Management",Economia e Management,ETER
1845,Universidad Francisco de Vitoria,ES,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
1845,Universidad Francisco de Vitoria,ES,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
1845,Universidad Francisco de Vitoria,ES,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
1845,Universidad Francisco de Vitoria,ES,ICT,Computer Science & IT,Informatica e IT,ETER
1845,Universidad Francisco de Vitoria,ES,LAW,Law,Giurisprudenza,ETER
1845,Universidad Francisco de Vitoria,ES,MED,Medicine & Health,Medicina e Salute,ETER
1845,Universidad Francisco de Vitoria,ES,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
1845,Universidad Francisco de Vitoria,ES,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
1846,Universidad de Granada,ES,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
1846,Universidad de Granada,ES,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
1846,Universidad de Granada,ES,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
1846,Universidad de Granada,ES,BUS,"Business, Economics & Management",Economia e Management,ETER
1846,Universidad de Granada,ES,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
1846,Universidad de Granada,ES,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
1846,Universidad de Granada,ES,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
1846,Universidad de Granada,ES,ICT,Computer Science & IT,Informatica e IT,ETER
1846,Universidad de Granada,ES,LAW,Law,Giurisprudenza,ETER
1846,Universidad de Granada,ES,MED,Medicine & Health,Medicina e Salute,ETER
1846,Universidad de Granada,ES,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
1846,Universidad de Granada,ES,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
1847,Universidad de Huelva,ES,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
1847,Universidad de Huelva,ES,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
1847,Universidad de Huelva,ES,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
1847,Universidad de Huelva,ES,BUS,"Business, Economics & Management",Economia e Management,ETER
1847,Universidad de Huelva,ES,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
1847,Universidad de Huelva,ES,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
1847,Universidad de Huelva,ES,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
1847,Universidad de Huelva,ES,ICT,Computer Science & IT,Informatica e IT,ETER
1847,Universidad de Huelva,ES,LAW,Law,Giurisprudenza,ETER
1847,Universidad de Huelva,ES,MED,Medicine & Health,Medicina e Salute,ETER
1847,Universidad de Huelva,ES,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
1847,Universidad de Huelva,ES,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
1848,Universidad Internacional de Andalucía,ES,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
1849,Universitat de les Illes Balears,ES,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
1850,Universitat Internacional de Catalunya,ES,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
1851,Universidad Internacional Menéndez Pelayo,ES,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
1852,Universidad de Jaén,ES,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
1852,Universidad de Jaén,ES,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
1852,Universidad de Jaén,ES,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
1852,Universidad de Jaén,ES,BUS,"Business, Economics & Management",Economia e Management,ETER
1852,Universidad de Jaén,ES,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
1852,Universidad de Jaén,ES,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
1852,Universidad de Jaén,ES,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
1852,Universidad de Jaén,ES,ICT,Computer Science & IT,Informatica e IT,ETER
1852,Universidad de Jaén,ES,LAW,Law,Giurisprudenza,ETER
1852,Universidad de Jaén,ES,MED,Medicine & Health,Medicina e Salute,ETER
1852,Universidad de Jaén,ES,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
1852,Universidad de Jaén,ES,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
1853,Universitat Jaume I de Castellón,ES,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
1853,Universitat Jaume I de Castellón,ES,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
1853,Universitat Jaume I de Castellón,ES,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
1853,Universitat Jaume I de Castellón,ES,BUS,"Business, Economics & Management",Economia e Management,ETER
1853,Universitat Jaume I de Castellón,ES,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
1853,Universitat Jaume I de Castellón,ES,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
1853,Universitat Jaume I de Castellón,ES,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
1853,Universitat Jaume I de Castellón,ES,ICT,Computer Science & IT,Informatica e IT,ETER
1853,Universitat Jaume I de Castellón,ES,LAW,Law,Giurisprudenza,ETER
1853,Universitat Jaume I de Castellón,ES,MED,Medicine & Health,Medicina e Salute,ETER
1853,Universitat Jaume I de Castellón,ES,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
1853,Universitat Jaume I de Castellón,ES,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
1854,Universidad de La Laguna,ES,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
1854,Universidad de La Laguna,ES,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
1854,Universidad de La Laguna,ES,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
1854,Universidad de La Laguna,ES,BUS,"Business, Economics & Management",Economia e Management,ETER
1854,Universidad de La Laguna,ES,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
1854,Universidad de La Laguna,ES,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
1854,Universidad de La Laguna,ES,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
1854,Universidad de La Laguna,ES,ICT,Computer Science & IT,Informatica e IT,ETER
1854,Universidad de La Laguna,ES,LAW,Law,Giurisprudenza,ETER
1854,Universidad de La Laguna,ES,MED,Medicine & Health,Medicina e Salute,ETER
1854,Universidad de La Laguna,ES,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
1854,Universidad de La Laguna,ES,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
1855,Universidad de Las Palmas de Gran Canaria,ES,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
1855,Universidad de Las Palmas de Gran Canaria,ES,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
1855,Universidad de Las Palmas de Gran Canaria,ES,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
1855,Universidad de Las Palmas de Gran Canaria,ES,BUS,"Business, Economics & Management",Economia e Management,ETER
1855,Universidad de Las Palmas de Gran Canaria,ES,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
1855,Universidad de Las Palmas de Gran Canaria,ES,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
1855,Universidad de Las Palmas de Gran Canaria,ES,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
1855,Universidad de Las Palmas de Gran Canaria,ES,ICT,Computer Science & IT,Informatica e IT,ETER
1855,Universidad de Las Palmas de Gran Canaria,ES,LAW,Law,Giurisprudenza,ETER
1855,Universidad de Las Palmas de Gran Canaria,ES,MED,Medicine & Health,Medicina e Salute,ETER
1855,Universidad de Las Palmas de Gran Canaria,ES,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
1855,Universidad de Las Palmas de Gran Canaria,ES,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
1856,Universidad de Málaga,ES,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
1856,Universidad de Málaga,ES,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
1856,Universidad de Málaga,ES,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
1856,Universidad de Málaga,ES,BUS,"Business, Economics & Management",Economia e Management,ETER
1856,Universidad de Málaga,ES,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
1856,Universidad de Málaga,ES,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
1856,Universidad de Málaga,ES,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
1856,Universidad de Málaga,ES,ICT,Computer Science & IT,Informatica e IT,ETER
1856,Universidad de Málaga,ES,LAW,Law,Giurisprudenza,ETER
1856,Universidad de Málaga,ES,MED,Medicine & Health,Medicina e Salute,ETER
1856,Universidad de Málaga,ES,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
1856,Universidad de Málaga,ES,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
1857,Universidad de Murcia,ES,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
1857,Universidad de Murcia,ES,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
1857,Universidad de Murcia,ES,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
1857,Universidad de Murcia,ES,BUS,"Business, Economics & Management",Economia e Management,ETER
1857,Universidad de Murcia,ES,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
1857,Universidad de Murcia,ES,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
1857,Universidad de Murcia,ES,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
1857,Universidad de Murcia,ES,ICT,Computer Science & IT,Informatica e IT,ETER
1857,Universidad de Murcia,ES,LAW,Law,Giurisprudenza,ETER
1857,Universidad de Murcia,ES,MED,Medicine & Health,Medicina e Salute,ETER
1857,Universidad de Murcia,ES,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
1857,Universidad de Murcia,ES,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
1858,Universidad Miguel Hernández de Elche,ES,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
1858,Universidad Miguel Hernández de Elche,ES,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
1858,Universidad Miguel Hernández de Elche,ES,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
1858,Universidad Miguel Hernández de Elche,ES,BUS,"Business, Economics & Management",Economia e Management,ETER
1858,Universidad Miguel Hernández de Elche,ES,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
1858,Universidad Miguel Hernández de Elche,ES,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
1858,Universidad Miguel Hernández de Elche,ES,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
1858,Universidad Miguel Hernández de Elche,ES,ICT,Computer Science & IT,Informatica e IT,ETER
1858,Universidad Miguel Hernández de Elche,ES,LAW,Law,Giurisprudenza,ETER
1858,Universidad Miguel Hernández de Elche,ES,MED,Medicine & Health,Medicina e Salute,ETER
1858,Universidad Miguel Hernández de Elche,ES,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
1858,Universidad Miguel Hernández de Elche,ES,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
1859,Universidad Pública de Navarra,ES,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
1860,Universidad de Navarra,ES,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
1860,Universidad de Navarra,ES,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
1860,Universidad de Navarra,ES,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
1860,Universidad de Navarra,ES,BUS,"Business, Economics & Management",Economia e Management,ETER
1860,Universidad de Navarra,ES,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
1860,Universidad de Navarra,ES,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
1860,Universidad de Navarra,ES,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
1860,Universidad de Navarra,ES,ICT,Computer Science & IT,Informatica e IT,ETER
1860,Universidad de Navarra,ES,LAW,Law,Giurisprudenza,ETER
1860,Universidad de Navarra,ES,MED,Medicine & Health,Medicina e Salute,ETER
1860,Universidad de Navarra,ES,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
1860,Universidad de Navarra,ES,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
1861,Universidad Nacional de Educación a Distancia,ES,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
1862,Universidad de Extremadura,ES,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
1862,Universidad de Extremadura,ES,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
1862,Universidad de Extremadura,ES,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
1862,Universidad de Extremadura,ES,BUS,"Business, Economics & Management",Economia e Management,ETER
1862,Universidad de Extremadura,ES,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
1862,Universidad de Extremadura,ES,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
1862,Universidad de Extremadura,ES,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
1862,Universidad de Extremadura,ES,ICT,Computer Science & IT,Informatica e IT,ETER
1862,Universidad de Extremadura,ES,LAW,Law,Giurisprudenza,ETER
1862,Universidad de Extremadura,ES,MED,Medicine & Health,Medicina e Salute,ETER
1862,Universidad de Extremadura,ES,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
1862,Universidad de Extremadura,ES,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
1863,"Universidad Internacional de Andalucía, Sede Antonio Machado de Baeza",ES,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
1864,Universidad Loyola Andalucía,ES,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
1865,Universidad Abierta Interactiva,ES,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
1866,"Universidad Internacional de Andalucía, Sede La Rábida",ES,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
1867,Universidad de Cantabria,ES,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
1867,Universidad de Cantabria,ES,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
1867,Universidad de Cantabria,ES,BUS,"Business, Economics & Management",Economia e Management,ETER
1867,Universidad de Cantabria,ES,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
1867,Universidad de Cantabria,ES,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
1867,Universidad de Cantabria,ES,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
1867,Universidad de Cantabria,ES,ICT,Computer Science & IT,Informatica e IT,ETER
1867,Universidad de Cantabria,ES,LAW,Law,Giurisprudenza,ETER
1867,Universidad de Cantabria,ES,MED,Medicine & Health,Medicina e Salute,ETER
1867,Universidad de Cantabria,ES,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
1867,Universidad de Cantabria,ES,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
1868,Universidad de León,ES,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
1868,Universidad de León,ES,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
1868,Universidad de León,ES,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
1868,Universidad de León,ES,BUS,"Business, Economics & Management",Economia e Management,ETER
1868,Universidad de León,ES,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
1868,Universidad de León,ES,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
1868,Universidad de León,ES,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
1868,Universidad de León,ES,ICT,Computer Science & IT,Informatica e IT,ETER
1868,Universidad de León,ES,LAW,Law,Giurisprudenza,ETER
1868,Universidad de León,ES,MED,Medicine & Health,Medicina e Salute,ETER
1868,Universidad de León,ES,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
1868,Universidad de León,ES,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
1869,Universidad de Oviedo,ES,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
1869,Universidad de Oviedo,ES,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
1869,Universidad de Oviedo,ES,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
1869,Universidad de Oviedo,ES,BUS,"Business, Economics & Management",Economia e Management,ETER
1869,Universidad de Oviedo,ES,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
1869,Universidad de Oviedo,ES,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
1869,Universidad de Oviedo,ES,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
1869,Universidad de Oviedo,ES,ICT,Computer Science & IT,Informatica e IT,ETER
1869,Universidad de Oviedo,ES,LAW,Law,Giurisprudenza,ETER
1869,Universidad de Oviedo,ES,MED,Medicine & Health,Medicina e Salute,ETER
1869,Universidad de Oviedo,ES,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
1869,Universidad de Oviedo,ES,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
1870,Universidad de La Rioja,ES,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
1870,Universidad de La Rioja,ES,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
1870,Universidad de La Rioja,ES,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
1870,Universidad de La Rioja,ES,BUS,"Business, Economics & Management",Economia e Management,ETER
1870,Universidad de La Rioja,ES,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
1870,Universidad de La Rioja,ES,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
1870,Universidad de La Rioja,ES,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
1870,Universidad de La Rioja,ES,ICT,Computer Science & IT,Informatica e IT,ETER
1870,Universidad de La Rioja,ES,LAW,Law,Giurisprudenza,ETER
1870,Universidad de La Rioja,ES,MED,Medicine & Health,Medicina e Salute,ETER
1870,Universidad de La Rioja,ES,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
1870,Universidad de La Rioja,ES,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
