city,country,country_code,monthly_room_rent_eur,source_url,note
Málaga,Spain,ES,315,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 610.36/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 524; room = round(1bed*0.6)"
Oviedo,Spain,ES,220,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 426.77/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 367; room = round(1bed*0.6)"
Salamanca,Spain,ES,243,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 470.67/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 404; room = round(1bed*0.6)"
Santiago de Compostela,Spain,ES,204,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 395.15/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 339; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Sevilla,Spain,ES,243,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 470.98/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 405; room = round(1bed*0.6)"
Tarragona,Spain,ES,272,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 526.87/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 453; room = round(1bed*0.6)"
Valencia,Spain,ES,308,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 597.80/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 514; room = round(1bed*0.6)"
Valladolid,Spain,ES,204,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 395.15/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 339; room = round(1bed*0.6)"
Vigo,Spain,ES,226,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 439.06/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 377; room = round(1bed*0.6)"
Helsinki,Finland,FI,550,https://housinganywhere.com/s/Helsinki--Finland/private-rooms,"HousingAnywhere Helsinki private-room listings, representative avg ~EUR 550/mo (platform listing average)"
Joensuu,Finland,FI,285,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 553.22/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 475; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Jyväskylä,Finland,FI,286,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 554.27/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 476; room = round(1bed*0.6)"
Kuopio,Finland,FI,299,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 579.56/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 498; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Lahti,Finland,FI,290,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 562.00/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 483; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Lappeenranta,Finland,FI,263,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 511.07/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 439; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Oulu,Finland,FI,269,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 521.60/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 448; room = round(1bed*0.6)"
Rovaniemi,Finland,FI,299,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 579.56/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 498; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Tampere,Finland,FI,327,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 634.00/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 545; room = round(1bed*0.6)"
Turku,Finland,FI,308,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 598.29/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 514; room = round(1bed*0.6)"
Vaasa,Finland,FI,326,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 632.25/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 543; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Amiens,France,FR,241,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 467.16/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 401; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Angers,France,FR,483,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 936.78/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 805; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Antibes,France,FR,334,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 647.53/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 556; room = round(1bed*0.6)"
Avignon,France,FR,285,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 553.22/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 475; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Bordeaux,France,FR,510,https://www.locservice.fr/gironde-33/location-chambre-bordeaux.html,"LocService Bordeaux room listings, representative avg ~EUR 500-550/mo (platform listing average, charges incl.)"
Brest,France,FR,281,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 544.44/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 468; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Caen,France,FR,190,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 368.81/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 317; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Clermont-Ferrand,France,FR,420,https://www.locservice.fr/puy-de-dome-63/location-chambre-clermont-ferrand.html,"LocService Clermont-Ferrand room listings, representative avg ~EUR 400-450/mo (platform listing average, charges incl.)"
Compiègne,France,FR,231,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 447.84/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 385; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Dijon,France,FR,231,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 447.84/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 385; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Douai,France,FR,163,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 316.12/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 272; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Grenoble,France,FR,261,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 505.80/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 435; room = round(1bed*0.6)"
La Rochelle,France,FR,277,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 537.41/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 462; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Le Havre,France,FR,217,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 421.50/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 362; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Lille,France,FR,430,https://www.locservice.fr/nord-59/location-chambre-lille.html,"LocService Lille room listings, representative avg ~EUR 430/mo (platform listing average, charges incl.)"
Limoges,France,FR,299,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 579.56/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 498; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Lyon,France,FR,520,https://www.locservice.fr/rhone-69/location-chambre-lyon.html,"LocService Lyon room listings, representative avg ~EUR 520/mo (platform listing average, charges incl.)"
Marseille,France,FR,545,https://www.locservice.fr/bouches-du-rhone-13/location-chambre-marseille.html,"LocService Marseille room listings, representative avg ~EUR 545/mo (platform listing average, charges incl.)"
Metz,France,FR,231,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 447.84/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 385; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Montpellier,France,FR,490,https://www.locservice.fr/herault-34/location-chambre-montpellier.html,"LocService Montpellier room listings, representative avg ~EUR 480-500/mo (platform listing average, charges incl.)"
Mulhouse,France,FR,208,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 403.94/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 347; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Nancy,France,FR,245,https://www.numbeo.com/cost-of-living/in/Nancy,derived from Numbeo 1-bedroom rent x0.6 (single-room share estimate)
Nantes,France,FR,450,https://www.locservice.fr/loire-atlantique-44/location-chambre-nantes.html,"LocService Nantes room listings, representative avg ~EUR 400-500/mo (platform listing average, charges incl.)"
Nice,France,FR,576,https://www.locservice.fr/actualites/marche-colocation-france-2025-14260.html,"LocService Observatoire colocation 2025 - chambre en colocation, charges comprises"
Nîmes,France,FR,244,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 474.19/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 407; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Orléans,France,FR,204,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 395.15/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 339; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Paris,France,FR,800,https://housinganywhere.com/Paris--France/paris-cost-of-living,HousingAnywhere Paris cost-of-living: furnished private room with utilities EUR 800/mo
Perpignan,France,FR,326,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 632.25/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 543; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Poitiers,France,FR,172,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 333.69/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 287; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Reims,France,FR,339,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 658.59/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 566; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Rennes,France,FR,430,https://www.locservice.fr/ille-et-vilaine-35/location-chambre-rennes.html,"LocService Rennes room listings, representative avg ~EUR 430/mo (platform listing average, charges incl.)"
Rouen,France,FR,279,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 540.82/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 465; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Saint-Étienne,France,FR,168,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 325.96/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 280; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Strasbourg,France,FR,530,https://www.locservice.fr/bas-rhin-67/location-chambre-strasbourg.html,"LocService Strasbourg room listings, representative avg ~EUR 530/mo (platform listing average, charges incl.)"
Toulon,France,FR,326,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 632.25/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 543; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Toulouse,France,FR,475,https://www.locservice.fr/haute-garonne-31/location-chambre-toulouse.html,"LocService Toulouse room listings, representative avg ~EUR 475/mo (platform listing average, charges incl.)"
Tours,France,FR,281,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 544.44/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 468; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Aberdeen,United Kingdom,GB,588,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Aberystwyth,United Kingdom,GB,306,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 594.50/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 511; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Bangor,United Kingdom,GB,592,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Bath,United Kingdom,GB,951,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Bedford,United Kingdom,GB,741,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Belfast,United Kingdom,GB,681,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Birmingham,United Kingdom,GB,708,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Bolton,United Kingdom,GB,662,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Bournemouth,United Kingdom,GB,762,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Bradford,United Kingdom,GB,565,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Brighton,United Kingdom,GB,845,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Bristol,United Kingdom,GB,852,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Cambridge,United Kingdom,GB,910,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Canterbury,United Kingdom,GB,702,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Cardiff,United Kingdom,GB,753,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Chester,United Kingdom,GB,753,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Coventry,United Kingdom,GB,639,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Derby,United Kingdom,GB,672,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Dundee,United Kingdom,GB,284,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 550.43/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 473; room = round(1bed*0.6)"
Durham,United Kingdom,GB,718,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Edinburgh,United Kingdom,GB,892,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Exeter,United Kingdom,GB,767,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Glasgow,United Kingdom,GB,779,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Huddersfield,United Kingdom,GB,560,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Kingston upon Hull,United Kingdom,GB,593,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Lancaster,United Kingdom,GB,673,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Leeds,United Kingdom,GB,660,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Leicester,United Kingdom,GB,658,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Lincoln,United Kingdom,GB,592,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Liverpool,United Kingdom,GB,632,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
London,United Kingdom,GB,1132,https://m.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index, avg room rent London GBP 978/mo (updated Apr 2026, bills incl.); converted at GBP/EUR 1.157 (ECB Jun 2026)"
Loughborough,United Kingdom,GB,676,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Manchester,United Kingdom,GB,791,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Middlesbrough,United Kingdom,GB,547,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Newcastle upon Tyne,United Kingdom,GB,689,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Newport,United Kingdom,GB,668,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Northampton,United Kingdom,GB,690,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Nottingham,United Kingdom,GB,673,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
