id,name,country,country_code,city,lat,lon,field_category,field_category_en,field_category_it,fields_offered,fields_source,monthly_room_rent_eur,room_rent_level,room_rent_source,domain,website,the_world_rank,the_overall_score,the_teaching,the_research,the_citations,the_international_outlook,the_industry_income
1470,Shukshin Altai State University for Humanities and Pedagogy,Russian Federation,RU,Biysk,52.53423,85.19661,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,EDU,name-heuristic,250,country:city-derived,https://www.numbeo.com/cost-of-living/region_prices_by_city?itemId=27&region=150,bigpi.biysk.ru,http://www.bigpi.biysk.ru/,,,,,,,
1471,Bauman Moscow State Technical University,Russian Federation,RU,Moscow,55.75204,37.61781,ENG,Engineering & Technology,Ingegneria e Tecnologia,ENG,name-heuristic,441,city,https://www.numbeo.com/cost-of-living/in/Moscow,bmstu.ru,http://www.bmstu.ru/,301–350,51.6,68.4,42.8,43.0,59.6,54.4
1472,Bratsk State Technical University,Russian Federation,RU,Bratsk,56.1325,101.61417,ENG,Engineering & Technology,Ingegneria e Tecnologia,ENG,name-heuristic,250,country:city-derived,https://www.numbeo.com/cost-of-living/region_prices_by_city?itemId=27&region=150,brstu.ru,http://www.brstu.ru/,,,,,,,
1473,Belgorod State Agricultural Academy,Russian Federation,RU,Belgorod,50.60343,36.58091,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,AGR,name-heuristic,104,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,bsaa.ru,http://www.bsaa.ru/,,,,,,,
1474,Bashkir State Pedagogical University named After M. Akmullah,Russian Federation,RU,Ufa,54.74306,55.96779,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,EDU,name-heuristic,250,country:city-derived,https://www.numbeo.com/cost-of-living/region_prices_by_city?itemId=27&region=150,bspu.ru,http://www.bspu.ru/,,,,,,,
1475,Belgorod State Technical University,Russian Federation,RU,Belgorod,50.60343,36.58091,ENG,Engineering & Technology,Ingegneria e Tecnologia,ENG,name-heuristic,104,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,bstu.ru,http://www.bstu.ru/,,,,,,,
1476,Burjat State University,Russian Federation,RU,Ulan-Ude,51.82648,107.59979,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,250,country:city-derived,https://www.numbeo.com/cost-of-living/region_prices_by_city?itemId=27&region=150,bsu.burnet.ru,http://www.bsu.burnet.ru/,,,,,,,
1477,Belgorod State University,Russian Federation,RU,Belgorod,50.60343,36.58091,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,104,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,bsu.edu.ru,http://www.bsu.edu.ru/,,,,,,,
1478,Moscow External University of the Humanities,Russian Federation,RU,Moscow,55.75204,37.61781,HUM,Humanities & Languages,Studi Umanistici e Lingue,HUM,name-heuristic,441,city,https://www.numbeo.com/cost-of-living/in/Moscow,mosgu.ru,https://mosgu.ru/,,,,,,,
1479,Chuvash State University,Russian Federation,RU,Cheboksary,56.13218,47.246,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,250,country:city-derived,https://www.numbeo.com/cost-of-living/region_prices_by_city?itemId=27&region=150,chuvsu.ru,http://www.chuvsu.ru/,,,,,,,
1480,Novosibirsk State Academy of Economics and Management,Russian Federation,RU,Novosibirsk,55.02259,82.93175,BUS,"Business, Economics & Management",Economia e Management,BUS,name-heuristic,210,city,https://www.numbeo.com/cost-of-living/in/Novosibirsk,cit.drbit.com.ru,http://cit.drbit.com.ru/,,,,,,,
1481,Novosibirsk State Music Academy M. Glinka,Russian Federation,RU,Novosibirsk,55.02259,82.93175,ART,"Arts, Design & Music","Arte, Design e Musica",ART,name-heuristic,210,city,https://www.numbeo.com/cost-of-living/in/Novosibirsk,conservatoire.ru,http://www.conservatoire.ru/,,,,,,,
1482,St. Petersburg State Conservatory,Russian Federation,RU,Saint Petersburg,59.93863,30.31413,ART,"Arts, Design & Music","Arte, Design e Musica",ART,name-heuristic,279,city,https://www.numbeo.com/cost-of-living/in/Saint-Petersburg,conservatory.ru,http://www.conservatory.ru/,,,,,,,
1483,Cheljabinsk State Institute of Teacher Training,Russian Federation,RU,Chelyabinsk,55.1611,61.42877,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,EDU,name-heuristic,107,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,cspi.urc.ac.ru,http://cspi.urc.ac.ru/,,,,,,,
1484,Cheljabinsk State University,Russian Federation,RU,Chelyabinsk,55.1611,61.42877,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,107,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,csu.ac.ru,http://www.csu.ac.ru/,,,,,,,
1485,Dagestan State University,Russian Federation,RU,Makhachkala,42.97782,47.50027,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,250,country:city-derived,https://www.numbeo.com/cost-of-living/region_prices_by_city?itemId=27&region=150,dgu.ru,http://www.dgu.ru/,,,,,,,
1486,Don State Agrarian University,Russian Federation,RU,Persianovsky,,,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,AGR,name-heuristic,250,country:city-derived,https://www.numbeo.com/cost-of-living/region_prices_by_city?itemId=27&region=150,dongau.ru,http://www.dongau.ru/,,,,,,,
1487,Don State Technical University,Russian Federation,RU,Rostov-on-Don,47.21997,39.70769,ENG,Engineering & Technology,Ingegneria e Tecnologia,ENG,name-heuristic,250,country:city-derived,https://www.numbeo.com/cost-of-living/region_prices_by_city?itemId=27&region=150,dstu.edu.ru,http://www.dstu.edu.ru/,1501+,10.3,20.9,10.3,21.0,30.8,24.6
1488,Far East State Transport University,Russian Federation,RU,Khabarovsk,48.46204,135.0971,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,EDU,name-heuristic,170,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,dvgups.ru,http://www.dvgups.ru/,,,,,,,
1489,Far Eastern State University,Russian Federation,RU,Vladivostok,43.10562,131.87353,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,249,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,dvgu.ru,http://www.dvgu.ru/,1501+,10.3,29.1,18.4,16.4,60.5,30.3
1490,Ivanovo State Textile Academy,Russian Federation,RU,Ivanovo,56.99988,40.97257,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,132,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,education.ivanovo.ru,http://education.ivanovo.ru/,,,,,,,
1491,Yelets State University,Russian Federation,RU,Yelets,52.61435,38.50935,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,250,country:city-derived,https://www.numbeo.com/cost-of-living/region_prices_by_city?itemId=27&region=150,elsu.ru,http://www.elsu.ru/,,,,,,,
1492,St. Petersburg State Electrotechnical University,Russian Federation,RU,Saint Petersburg,59.93863,30.31413,ENG,Engineering & Technology,Ingegneria e Tecnologia,ENG,name-heuristic,279,city,https://www.numbeo.com/cost-of-living/in/Saint-Petersburg,eltech.ru,http://www.eltech.ru/,1501+,10.3,22.2,15.2,19.7,39.1,39.2
1493,St. Petersburg State University of Engineering and Economics,Russian Federation,RU,Saint Petersburg,59.93863,30.31413,ENG,Engineering & Technology,Ingegneria e Tecnologia,ENG,name-heuristic,279,city,https://www.numbeo.com/cost-of-living/in/Saint-Petersburg,engec.ru,http://www.engec.ru/,,,,,,,
1494,East-Siberian State University of Technology,Russian Federation,RU,Ulan-Ude,51.82648,107.59979,ENG,Engineering & Technology,Ingegneria e Tecnologia,ENG,name-heuristic,250,country:city-derived,https://www.numbeo.com/cost-of-living/region_prices_by_city?itemId=27&region=150,esstu.ru,http://www.esstu.ru/,,,,,,,
1495,European University at St.Petersburg,Russian Federation,RU,Saint Petersburg,59.93863,30.31413,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,279,city,https://www.numbeo.com/cost-of-living/in/Saint-Petersburg,eu.spb.ru,http://www.eu.spb.ru/,,,,,,,
1496,Finance Academy,Russian Federation,RU,Moscow,55.75204,37.61781,BUS,"Business, Economics & Management",Economia e Management,BUS,name-heuristic,441,city,https://www.numbeo.com/cost-of-living/in/Moscow,fa.ru,http://www.fa.ru/,,,,,,,
1497,Far Eastern State Technical University,Russian Federation,RU,Vladivostok,43.10562,131.87353,ENG,Engineering & Technology,Ingegneria e Tecnologia,ENG,name-heuristic,249,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,festu.ru,http://www.festu.ru/,,,,,,,
1498,St. Petersburg State Forest-Technical Academy,Russian Federation,RU,Saint Petersburg,59.93863,30.31413,ENG,Engineering & Technology,Ingegneria e Tecnologia,ENG,name-heuristic,279,city,https://www.numbeo.com/cost-of-living/in/Saint-Petersburg,ftacademy.ru,http://www.ftacademy.ru/,,,,,,,
1499,Gorno-Altaisk State University,Russian Federation,RU,Gorno-Altaysk,51.96056,85.91892,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,250,country:city-derived,https://www.numbeo.com/cost-of-living/region_prices_by_city?itemId=27&region=150,gasu.ru,http://www.gasu.ru/,,,,,,,
1500,Russian Academy of Theatre Arts,Russian Federation,RU,Moscow,55.75204,37.61781,ART,"Arts, Design & Music","Arte, Design e Musica",ART,name-heuristic,441,city,https://www.numbeo.com/cost-of-living/in/Moscow,gitis.net,http://www.gitis.net/,,,,,,,
1501,State Maritine Academy,Russian Federation,RU,Saint Petersburg,59.93863,30.31413,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,279,city,https://www.numbeo.com/cost-of-living/in/Saint-Petersburg,gma.ru,http://www.gma.ru/,,,,,,,
1502,Gnesins Russian Academy of Music,Russian Federation,RU,Moscow,55.75204,37.61781,ART,"Arts, Design & Music","Arte, Design e Musica",ART,name-heuristic,441,city,https://www.numbeo.com/cost-of-living/in/Moscow,gnesin-academy.ru,http://www.gnesin-academy.ru/,,,,,,,
1503,St. Petersburg State Mountain Institut,Russian Federation,RU,Saint Petersburg,59.93863,30.31413,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,279,city,https://www.numbeo.com/cost-of-living/in/Saint-Petersburg,gorny-ins.ru,http://www.gorny-ins.ru/,,,,,,,
1504,St. Petersburg State Pediatric Medical Academy,Russian Federation,RU,Saint Petersburg,59.93863,30.31413,MED,Medicine & Health,Medicina e Salute,MED,name-heuristic,279,city,https://www.numbeo.com/cost-of-living/in/Saint-Petersburg,gpma.ru,http://www.gpma.ru/,,,,,,,
1505,St. Petersburg State Institute of Technology (Technological University),Russian Federation,RU,Saint Petersburg,59.93863,30.31413,ENG,Engineering & Technology,Ingegneria e Tecnologia,ENG,name-heuristic,279,city,https://www.numbeo.com/cost-of-living/in/Saint-Petersburg,gti.spb.ru,http://www.gti.spb.ru/,,,,,,,
1506,St. Petersburg State Technological University of Plant Polymers,Russian Federation,RU,Saint Petersburg,59.93863,30.31413,ENG,Engineering & Technology,Ingegneria e Tecnologia,ENG,name-heuristic,279,city,https://www.numbeo.com/cost-of-living/in/Saint-Petersburg,gturp.spb.ru,http://www.gturp.spb.ru/,,,,,,,
1507,Gubkin Russian State University of Oil and Gas,Russian Federation,RU,Gubkin,51.28375,37.5351,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,250,country:city-derived,https://www.numbeo.com/cost-of-living/region_prices_by_city?itemId=27&region=150,gubkin.ru,http://www.gubkin.ru/,1501+,10.3,21.4,10.7,10.3,24.1,44.9
1508,St. Petersburg State Cinema and TV University,Russian Federation,RU,Saint Petersburg,59.93863,30.31413,ART,"Arts, Design & Music","Arte, Design e Musica",ART,name-heuristic,279,city,https://www.numbeo.com/cost-of-living/in/Saint-Petersburg,gukit.ru,http://www.gukit.ru/,,,,,,,
1509,State University of Management,Russian Federation,RU,Moscow,55.75204,37.61781,BUS,"Business, Economics & Management",Economia e Management,BUS,name-heuristic,441,city,https://www.numbeo.com/cost-of-living/in/Moscow,guu.ru,http://www.guu.ru/,,,,,,,
1510,Herzen State Pedagogical University of Russia,Russian Federation,RU,Saint Petersburg,59.93863,30.31413,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,EDU,name-heuristic,279,city,https://www.numbeo.com/cost-of-living/in/Saint-Petersburg,herzen.edu.ru,http://www.herzen.spb.ru/,1501+,10.3,20.7,12.9,9.8,39.1,18.6
1511,Higher School of Economics,Russian Federation,RU,Moscow,55.75204,37.61781,BUS,"Business, Economics & Management",Economia e Management,BUS,name-heuristic,441,city,https://www.numbeo.com/cost-of-living/in/Moscow,hse.ru,http://www.hse.ru/,,,,,,,
1512,Obninsk State Technical University for Nuclear Power Engineering,Russian Federation,RU,Obninsk,55.10993,36.61238,ENG,Engineering & Technology,Ingegneria e Tecnologia,ENG,name-heuristic,124,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,iate.obninsk.ru,http://www.iate.obninsk.ru/,,,,,,,
1513,Shemyakin–Ovchinnikov Institute of bioorganic chemistry RAS,Russian Federation,RU,Moscow,55.75204,37.61781,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,441,city,https://www.numbeo.com/cost-of-living/in/Moscow,ibch.ru,http://www.ibch.ru/,,,,,,,
1514,"International Banking Institute, St. Petersburg",Russian Federation,RU,Saint Petersburg,59.93863,30.31413,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,279,city,https://www.numbeo.com/cost-of-living/in/Saint-Petersburg,ibi.spb.ru,http://www.ibi.spb.ru/,,,,,,,
1515,Institute of Business and Politics,Russian Federation,RU,Moscow,55.75204,37.61781,BUS,"Business, Economics & Management",Economia e Management,BUS,name-heuristic,441,city,https://www.numbeo.com/cost-of-living/in/Moscow,ibp-moscow.ru,http://www.ibp-moscow.ru/,,,,,,,
1516,International East-European University,Russian Federation,RU,Izhevsk,56.85225,53.19862,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,107,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,ieeu.udm.ru,http://www.ieeu.udm.ru/,,,,,,,
1517,Institute for the Economy in Transition,Russian Federation,RU,Moscow,55.75204,37.61781,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,441,city,https://www.numbeo.com/cost-of-living/in/Moscow,iet.ru,http://www.iet.ru/,,,,,,,
1518,ITMO University,Russian Federation,RU,Saint Petersburg,59.93863,30.31413,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,279,city,https://www.numbeo.com/cost-of-living/in/Saint-Petersburg,ifmo.ru,http://www.ifmo.ru/,1001–1200,32.1,30.4,29.9,33.0,57.9,80.6
1519,Institute of Management and Economy,Russian Federation,RU,Moscow,55.75204,37.61781,BUS,"Business, Economics & Management",Economia e Management,BUS,name-heuristic,441,city,https://www.numbeo.com/cost-of-living/in/Moscow,ime.ru,http://www.ime.ru/,,,,,,,
1520,State University of Aerospace Technologies,Russian Federation,RU,Moscow,55.75204,37.61781,ENG,Engineering & Technology,Ingegneria e Tecnologia,ENG,name-heuristic,441,city,https://www.numbeo.com/cost-of-living/in/Moscow,intstudy.mai.ru,http://www.intstudy.mai.ru/,,,,,,,
1521,Irkutsk State Academy of Economics,Russian Federation,RU,Irkutsk,52.29566,104.29076,BUS,"Business, Economics & Management",Economia e Management,BUS,name-heuristic,143,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,isea.irk.ru,http://www.isea.irk.ru/,,,,,,,
1522,Baikal National University of Economics and Law,Russian Federation,RU,Irkutsk,52.29566,104.29076,BUS,"Business, Economics & Management",Economia e Management,BUS,name-heuristic,143,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,isea.ru,http://www.isea.ru/,,,,,,,
1523,Ivanovo State Academy of Medicine,Russian Federation,RU,Ivanovo,56.99988,40.97257,MED,Medicine & Health,Medicina e Salute,MED,name-heuristic,132,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,isma.indi.ru,http://isma.indi.ru/,,,,,,,
1524,Ivanovo State Power University,Russian Federation,RU,Ivanovo,56.99988,40.97257,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,132,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,ispu.ru,http://www.ispu.ru/,,,,,,,
1525,Irkutsk State Technical University,Russian Federation,RU,Irkutsk,52.29566,104.29076,ENG,Engineering & Technology,Ingegneria e Tecnologia,ENG,name-heuristic,143,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,istu.irk.ru,http://www.istu.irk.ru/,1501+,10.3,18.6,9.8,6.0,27.2,17.4
1526,Izhevsk State Technical University,Russian Federation,RU,Izhevsk,56.85225,53.19862,ENG,Engineering & Technology,Ingegneria e Tecnologia,ENG,name-heuristic,107,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,istu.ru,http://www.istu.ru/,,,,,,,
1527,Ivanovo State University of Chemistry and Technology,Russian Federation,RU,Ivanovo,56.99988,40.97257,ENG,Engineering & Technology,Ingegneria e Tecnologia,ENG,name-heuristic,132,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,isuct.ru,http://www.isuct.ru/,1501+,10.3,16.9,9.6,7.0,25.4,24.1
1528,Irkutsk State University,Russian Federation,RU,Irkutsk,52.29566,104.29076,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,143,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,isu.ru,http://www.isu.ru/,,,,,,,
1529,Yaroslavl International University of Business and New Technologies,Russian Federation,RU,Yaroslavl,57.62987,39.87368,ENG,Engineering & Technology,Ingegneria e Tecnologia,ENG,name-heuristic,132,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,iubnt.yar.ru,http://www.iubnt.yar.ru/,,,,,,,
1530,"International University of Fundamental Studies, St. Petersburg",Russian Federation,RU,Saint Petersburg,59.93863,30.31413,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,279,city,https://www.numbeo.com/cost-of-living/in/Saint-Petersburg,iufs.edu,http://www.iufs.edu/,,,,,,,
1531,Ivanovo State University,Russian Federation,RU,Ivanovo,56.99988,40.97257,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,132,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,ivanovo.ac.ru,http://www.ivanovo.ac.ru/,,,,,,,
1532,Jewish University in Moscow,Russian Federation,RU,Moscow,55.75204,37.61781,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,441,city,https://www.numbeo.com/cost-of-living/in/Moscow,jum.ru,http://www.jum.ru/,,,,,,,
1533,Moscow Pedagogical State University,Russian Federation,RU,Moscow,55.75204,37.61781,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,EDU,name-heuristic,441,city,https://www.numbeo.com/cost-of-living/in/Moscow,mpgu.su,http://en.mpgu.su/,,,,,,,
